UPDATE_TYPE,INITIAL_POSTING_DATE,PACKAGE_NDC,GENERIC_NAME,CONTACT_INFO,AVAILABILITY,RELATED_INFO,UPDATE_DATE,THERAPEUTIC_CATEGORY,DOSAGE_FORM,PRESENTATION,COMPANY_NAME,SHORTAGE_REASON,STATUS,OPENFDA_APPLICATION_NUMBER,OPENFDA_BRAND_NAME,OPENFDA_GENERIC_NAME,OPENFDA_MANUFACTURER_NAME,OPENFDA_PRODUCT_NDC,OPENFDA_PRODUCT_TYPE,OPENFDA_ROUTE,OPENFDA_SUBSTANCE_NAME,OPENFDA_RXCUI,OPENFDA_SPL_ID,OPENFDA_SPL_SET_ID,OPENFDA_PACKAGE_NDC,OPENFDA_UNII,OPENFDA_NUI,OPENFDA_PHARM_CLASS_EPC,OPENFDA_PHARM_CLASS_PE,DISCONTINUED_DATE,RELATED_INFO_LINK,OPENFDA_PHARM_CLASS_CS,CHANGE_DATE,OPENFDA_PHARM_CLASS_MOA,RESOLVED_NOTE
Reverified,10/12/2022,11534-196-01,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",732-382-6085 Monday to Friday 9 am to 3:45 pm,Available,,11/03/2025,['Psychiatry'],Tablet,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 7.5 mg; 7.5 mg; 7.5 mg; 7.5 mg (NDC 11534-196-01)","Sunrise Pharmaceutical, Inc.",,Current,['ANDA209799'],"['DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE']","['DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE']","['SUNRISE PHARMACEUTICAL, INC.']","['11534-196', '11534-190', '11534-191', '11534-192', '11534-193', '11534-194', '11534-195']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],"['AMPHETAMINE ASPARTATE MONOHYDRATE', 'AMPHETAMINE SULFATE', 'DEXTROAMPHETAMINE SACCHARATE', 'DEXTROAMPHETAMINE SULFATE']","['541363', '541878', '541892', '577957', '577961', '687043', '1009145']",['86a00bec-51eb-4d73-a945-b1937970b29a'],['ac102599-3a5b-4154-899e-6ff262be7ff7'],"['11534-190-01', '11534-190-03', '11534-191-01', '11534-191-03', '11534-192-01', '11534-192-03', '11534-193-01', '11534-193-03', '11534-194-01', '11534-194-03', '11534-195-01', '11534-195-03', '11534-196-01', '11534-196-03']","['G83415V073', '6DPV8NK46S', 'JJ768O327N', 'O1ZPV620O4']",,,,,,,,,
New,08/04/2025,45963-614-55,Irinotecan Hydrochloride Injection,800-545-8800,,Product not anticipated to be available beyond mid-late September 2025,08/04/2025,['Oncology'],Injection,"Irinotecan Hydrochloride, Injection, 20 mg/1 mL (NDC 45963-614-55)","Teva Pharmaceuticals USA, Inc.",,To Be Discontinued,['ANDA078589'],['IRINOTECAN HYDROCHLORIDE'],['IRINOTECAN HYDROCHLORIDE'],"['Actavis Pharma, Inc.']",['45963-614'],['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['IRINOTECAN HYDROCHLORIDE'],"['1726319', '1726324']",['8f2da07f-1d3e-4d8b-8083-805da8a780db'],['5e1fdcaa-918f-4cd8-9c7a-4c538d866198'],"['45963-614-51', '45963-614-55']",['042LAQ1IIS'],,,,08/04/2025,,,,,
Revised,03/21/2023,0338-9553-50,Clindamycin Phosphate Injection,888-229-0001,Limited Availability,Estimated recovery: November 2025,10/22/2025,['Anti-Infective'],Injection,"Clindamycin Phosphate, Injection, 900 mg/50 mL (NDC 0338-9553-50)",Baxter Healthcare,Demand increase for the drug,Current,['NDA208083'],['CLINDAMYCIN PHOSPHATE'],['CLINDAMYCIN PHOSPHATE'],['Baxter Healthcare Company'],"['0338-9553', '0338-9545', '0338-9549']",['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['CLINDAMYCIN PHOSPHATE'],"['309335', '309336', '309339']",['12bdbbc9-fbb0-4a0a-9147-37df8ac5dc5e'],['44fa506b-90ac-42de-831b-5f3f1a500fc0'],"['0338-9545-50', '0338-9545-24', '0338-9549-50', '0338-9549-24', '0338-9553-50', '0338-9553-24']",['EH6D7113I8'],,,,,,,,,
Reverified,07/14/2023,59417-105-10,Lisdexamfetamine Dimesylate Capsule,877-TAKEDA-7 (1-877-825-3327),Available,,08/15/2025,['Psychiatry'],Capsule,"Vyvanse, Capsule, 50 mg (NDC 59417-105-10)",Takeda Pharmaceuticals USA Inc.,,Current,['NDA021977'],['VYVANSE'],['LISDEXAMFETAMINE DIMESYLATE'],"['Takeda Pharmaceuticals America, Inc.']","['59417-105', '59417-101', '59417-102', '59417-103', '59417-104', '59417-106', '59417-107', '59417-115', '59417-116', '59417-117', '59417-118', '59417-119', '59417-120']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['LISDEXAMFETAMINE DIMESYLATE'],,['78225b65-2133-4c6c-bfde-0f2b26e5b19f'],['704e4378-ca83-445c-8b45-3cfa51c1ecad'],"['59417-101-10', '59417-102-10', '59417-103-10', '59417-104-10', '59417-105-10', '59417-106-10', '59417-107-10', '59417-115-01', '59417-116-01', '59417-117-01', '59417-118-01', '59417-119-01', '59417-120-01']",['SJT761GEGS'],,,,,,,,,
New,06/13/2025,13668-382-90,Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,908-280-3333,,A business decision was made to discontinue manufacture of the product.,06/13/2025,['Cardiovascular'],Tablet,"Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil, Tablet, 10 mg; 25 mg; 40 mg (NDC 13668-382-90)",Torrent Pharma Inc.,,To Be Discontinued,,,,,,,,,,,,,,,,,06/13/2025,,,,,
Reverified,01/31/2018,65219-570-04,Bumetanide Injection,888-386-1300,Available,Check wholesalers for inventory,11/05/2025,['Cardiovascular'],Injection,"Bumetanide, Injection, .25 mg/1 mL (NDC 65219-570-04)","Fresenius Kabi USA, LLC",,Current,['ANDA216434'],['BUMETANIDE'],['BUMETANIDE'],"['Fresenius Kabi USA, LLC']","['65219-570', '65219-572']",['HUMAN PRESCRIPTION DRUG'],"['INTRAMUSCULAR', 'INTRAVENOUS']",['BUMETANIDE'],"['282486', '1727569']",['aaff61c4-203b-4905-9138-0f98959ad013'],['a007f3aa-3977-4be3-a9a2-db3d458bca58'],"['65219-570-01', '65219-570-04', '65219-572-01', '65219-572-10']",['0Y2S3XUQ5H'],"['N0000175366', 'N0000175590']",['Loop Diuretic [EPC]'],['Increased Diuresis at Loop of Henle [PE]'],,,,,,
New,04/23/2025,0832-1055-15,Baclofen Tablet,716-315-2000,,,04/23/2025,['Neurology'],Tablet,"Baclofen, Tablet, 20 mg (NDC 0832-1055-15)","Upsher-Smith Laboratories, LLC",,To Be Discontinued,['ANDA074584'],['BACLOFEN'],['BACLOFEN'],"['Upsher-Smith Laboratories, LLC']","['0832-1055', '0832-1054']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['BACLOFEN'],"['197391', '197392']",['395d77da-1674-a9a4-e063-6394a90aa3d7'],['b2747a9d-5fca-4657-9e4b-4112607f30d8'],"['0832-1054-90', '0832-1054-11', '0832-1054-15', '0832-1054-10', '0832-1055-90', '0832-1055-11', '0832-1055-15', '0832-1055-10']",['H789N3FKE8'],"['N0000000196', 'N0000000116', 'N0000175759']",['gamma-Aminobutyric Acid-ergic Agonist [EPC]'],,04/23/2025,,,,"['GABA A Agonists [MoA]', 'GABA B Agonists [MoA]']",
New,01/30/2025,61570-111-01,Ramipril Capsule,844-646-4398,,Discontinuation of the manufacture of the drug,01/30/2025,['Cardiovascular'],Capsule,"Altace, Capsule, 2.5 mg (NDC 61570-111-01)",Pfizer Inc.,,To Be Discontinued,,,,,,,,,,,,,,,,,01/30/2025,,,,,
Reverified,02/22/2012,83090-005-10,Lidocaine Hydrochloride Injection,"844-425-3131, SinteticaCS@eversana.com",Available,"Inventory available at Cardinal Health, McKesson, Cencora (FKA Amerisource Bergen). Product (LIDOCAINE HCL 2% 10X5ML)  is Preservative free.",08/19/2025,"['Anesthesia', 'Pediatric']",Injection,"Lidocaine Hydrochloride, Injection, 20 mg/1 mL (NDC 83090-005-10)",Sintetica US,,Current,['ANDA214267'],['NA'],['LIDOCAINE HYDROCHLORIDE'],['Sintetica US LLC'],"['83090-005', '83090-001', '83090-002', '83090-003', '83090-004', '83090-006']",['HUMAN PRESCRIPTION DRUG'],['INFILTRATION'],['LIDOCAINE HYDROCHLORIDE ANHYDROUS'],"['1737566', '1737568', '1737570', '1737757', '1737761', '1737763']",['0d18f291-3a92-421e-8841-6be743b1f154'],['aa3e688a-308c-4a82-a268-28ccf1677c55'],"['83090-001-01', '83090-001-10', '83090-002-01', '83090-002-10', '83090-003-01', '83090-003-10', '83090-004-01', '83090-004-10', '83090-005-01', '83090-005-10', '83090-006-01', '83090-006-10']",['EC2CNF7XFP'],,,,,,,,,
Reverified,02/14/2022,0990-7922-02,Dextrose Monohydrate 5% Injection,1-866-829-9025 or ProductAvailability@icumed.com,Available,"This product is distributed by ICU Medical. For questions regarding this product, please contact ICU Medical.",11/05/2025,"['Endocrinology/Metabolism', 'Gastroenterology', 'Other', 'Pediatric']",Injection,"Dextrose 5% In Plastic Container, Injection, 5 g/100 mL (NDC 0990-7922-02)",Otsuka ICU Medical LLC,,Current,['NDA016367'],['DEXTROSE'],['DEXTROSE MONOHYDRATE'],"['ICU Medical, Inc.']","['0990-7922', '0990-7923', '0990-7930']",['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['DEXTROSE MONOHYDRATE'],"['1795477', '1795480', '1795481', '1795607', '1795609', '1795610', '1795612', '1795616', '1795618', '1795621']",['ea5b9574-2321-442f-b550-3ac4f10dcaf8'],['8b25b7e0-703e-4b43-a4eb-52863511602d'],"['0990-7923-20', '0990-7923-23', '0990-7923-36', '0990-7923-37', '0990-7923-13', '0990-7922-02', '0990-7922-03', '0990-7922-09', '0990-7922-53', '0990-7922-55', '0990-7922-61', '0990-7930-02', '0990-7930-03', '0990-7930-09']",['LX22YL083G'],,,,,,,,,
New,07/10/2025,72305-112-30,Levothyroxine Sodium Tablet,888-899-7041,,Discontinuation of the manufacture of the drug,07/10/2025,['Endocrinology/Metabolism'],Tablet,"Euthyrox, Tablet, 112 ug (NDC 72305-112-30)","EMD Serono, Inc.",,To Be Discontinued,['NDA021292'],['EUTHYROX'],['LEVOTHYROXINE SODIUM'],"['Provell Pharmaceuticals, LLC']","['72305-112', '72305-025', '72305-050', '72305-075', '72305-088', '72305-100', '72305-125', '72305-137', '72305-150', '72305-175', '72305-200']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['LEVOTHYROXINE SODIUM'],"['892246', '892251', '966153', '966160', '966166', '966173', '966177', '966182', '966187', '966196', '966202', '966207', '966220', '966221', '966222', '966224', '966225', '966248', '966249', '966253', '966270', '2104866']",['45657074-8874-49f4-a8ef-3ca7e210c16e'],['bc3c6830-ba68-4ba3-9896-a12d0ad0b275'],"['72305-025-30', '72305-025-90', '72305-050-30', '72305-050-90', '72305-075-30', '72305-075-90', '72305-088-30', '72305-088-90', '72305-100-30', '72305-100-90', '72305-112-30', '72305-112-90', '72305-125-30', '72305-125-90', '72305-137-30', '72305-137-90', '72305-150-30', '72305-150-90', '72305-175-30', '72305-175-90', '72305-200-30', '72305-200-90']",['9J765S329G'],,,,07/10/2025,,,,,
Reverified,02/14/2022,0264-1510-31,Dextrose Monohydrate 5% Injection,800-227-2862,Available,,11/04/2025,"['Endocrinology/Metabolism', 'Gastroenterology', 'Other', 'Pediatric']",Injection,"Dextrose 5% In Plastic Container, Injection, 50 mg/1 mL (NDC 0264-1510-31)",B. Braun Medical Inc.,,Current,['NDA016730'],['DEXTROSE'],['DEXTROSE'],['B. Braun Medical Inc.'],['0264-1510'],['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['DEXTROSE MONOHYDRATE'],"['1795609', '1795616', '1795618']",['0a144591-6cfa-4aed-a067-c95aebc29057'],['60b6d7c3-0164-46c9-aa38-b5aa1c31a5d5'],"['0264-1510-36', '0264-1510-31', '0264-1510-32']",['LX22YL083G'],,,,,,,,,
New,01/13/2025,50222-505-50,Azelaic Acid Gel,978-760-9954,,,01/13/2025,['Dermatology'],Gel,"Finacea, Gel, .15 g/1 g (NDC 50222-505-50)",Leo Pharma Inc.,,To Be Discontinued,['NDA021470'],['FINACEA'],['AZELAIC ACID'],['LEO Pharma Inc.'],['50222-505'],['HUMAN PRESCRIPTION DRUG'],['TOPICAL'],['AZELAIC ACID'],"['1041518', '1043748']",['dd017db5-9d51-45eb-bb37-d3daa5949168'],['bea1957c-55ca-48cd-8cbc-ed44d546a857'],['50222-505-50'],['F2VW3D43YT'],"['N0000008841', 'N0000009982']",,"['Decreased Protein Synthesis [PE]', 'Decreased Sebaceous Gland Activity [PE]']",01/13/2025,,,,,
Revised,01/06/2023,0781-3001-07,Somatropin Injection,800-525-8747,,,08/28/2025,['Endocrinology/Metabolism'],Injection,"Omnitrope, Injection, 5 mg/1.5 mL (NDC 0781-3001-07)",Sandoz Inc.,,Resolved,['BLA021426'],['OMNITROPE'],['SOMATROPIN'],['Sandoz Inc'],"['0781-3001', '0781-3004', '0781-4004']",['HUMAN PRESCRIPTION DRUG'],['SUBCUTANEOUS'],['SOMATROPIN'],"['241975', '645884', '854302', '864110', '1736267', '1736337']",['4285f380-615e-420b-b756-1e0a775f785b'],['58d84ffa-4056-4e36-ad67-7bd4aef444a5'],"['0781-3001-26', '0781-3001-07', '0781-3004-26', '0781-3004-07', '0781-4004-36', '0781-4014-71', '0781-4024-72']",['NQX9KB6PCL'],"['N0000175606', 'M0028842']",['Recombinant Human Growth Hormone [EPC]'],,,,['Human Growth Hormone [CS]'],08/28/2025,,Available
Revised,10/11/2024,46163-206-94,Peritoneal Dialysis Solution,800-323-5188,,,07/07/2025,['Renal'],Solution,"Peritoneal Dialysis, Solution, Various NDCs (NDC 46163-206-94)",Fresenius Medical Care North America,,Resolved,['NDA020171'],['DELFLEX'],"['DEXTROSE MONOHYDRATE, SODIUM CHLORIDE, SODIUM LACTATE, CALCIUM CHLORIDE, MAGNESIUM CHLORIDE']","['Fresenius Medical Care de Mexico, S.A. de C.V.']","['46163-206', '46163-209', '46163-212']",['HUMAN PRESCRIPTION DRUG'],['INTRAPERITONEAL'],"['CALCIUM CHLORIDE', 'DEXTROSE MONOHYDRATE', 'MAGNESIUM CHLORIDE', 'SODIUM CHLORIDE', 'SODIUM LACTATE']",,['38fb0473-107c-1b7a-e063-6294a90aafb8'],['a98facd6-9daa-4d37-8209-63a0599dbfaa'],"['46163-209-92', '46163-209-94', '46163-209-95', '46163-212-95', '46163-212-92', '46163-212-94', '46163-206-92', '46163-206-94', '46163-206-95']","['02F3473H9O', '451W47IQ8X', 'TU7HW0W0QT', 'M4I0D6VV5M', 'LX22YL083G']",,,,,,,07/07/2025,,Available
New,11/03/2025,0002-4491-62,Lasmiditan Succinate Tablet,800-545-5979,,A business decision was made to discontinue manufacture of the 50 mg and 100 mg tablets.,11/03/2025,['Neurology'],Tablet,"Reyvow, Tablet, 100 mg (NDC 0002-4491-62)",Eli Lilly and Co.,,To Be Discontinued,['NDA211280'],['REYVOW'],['LASMIDITAN'],['Eli Lilly and Company'],"['0002-4491', '0002-4312']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['LASMIDITAN'],"['2256937', '2256943', '2256945', '2256947']",['75a13e98-3736-4256-8277-6c05bcaddcf5'],['aea3358c-ff41-4490-9e6d-c7bf7b3de13f'],"['0002-4312-08', '0002-4312-61', '0002-4312-62', '0002-4491-08', '0002-4491-61', '0002-4491-62']",['760I9WM792'],,,,11/03/2025,,,,,
Reverified,03/12/2021,0053-6871-00,Desmopressin Acetate Spray,888-337-7464,Unavailable,,09/17/2025,['Hematology'],Spray,"Stimate, Spray, 1.5 mg/1 mL (NDC 0053-6871-00)",Ferring,Requirements related to complying with good manufacturing practices,Current,,,,,,,,,,,,,,,,,,,,,,
Revised,02/22/2012,0409-9137-05,Lidocaine Hydrochloride Injection,844-646-4398,Unavailable,Next Delivery: December 2025; Estimated Recovery: March 2026,11/07/2025,"['Anesthesia', 'Pediatric']",Injection,"Lidocaine Hydrochloride Preservative Free In Plastic Container, Injection, 50 mg/5mL (1%, 10 mg/1 mL) Syringes (NDC 0409-9137-05)","Hospira, Inc., a Pfizer Company",Demand increase for the drug,Current,['ANDA040302'],['LIDOCAINE HYDROCHLORIDE'],['LIDOCAINE HYDROCHLORIDE'],"['Hospira, Inc.']","['0409-9137', '0409-4903', '0409-4904', '0409-1323']",['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['LIDOCAINE HYDROCHLORIDE'],"['1012066', '1012068']",['477abea3-c873-4265-82e8-5508ef54399f'],['ad1ef0a8-88db-4648-c098-d009eaeb4e5b'],"['0409-4903-11', '0409-4903-34', '0409-4904-11', '0409-4904-34', '0409-1323-15', '0409-1323-05', '0409-9137-11', '0409-9137-05']",['V13007Z41A'],,,,,,,,,
New,12/05/2024,57664-437-18,Digoxin Tablet,800-818-4555,,Discontinuing for business reasons,12/05/2024,['Cardiovascular'],Tablet,"Digoxin, Tablet, 125 ug (NDC 57664-437-18)",Sun Pharmaceutical Industries Limited,,To Be Discontinued,['ANDA076363'],['DIGOXIN'],['DIGOXIN'],"['Sun Pharmaceutical Industries, Inc.']","['57664-437', '57664-441']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['DIGOXIN'],"['197604', '197606']",['1a3e469c-1452-3d1e-e063-6394a90ae73a'],['62795623-a2bc-4dd2-8989-3b9782bfd80e'],"['57664-437-88', '57664-437-18', '57664-441-88', '57664-441-18']",['73K4184T59'],"['N0000175568', 'M0003451']",['Cardiac Glycoside [EPC]'],,12/05/2024,,['Cardiac Glycosides [CS]'],,,
New,09/08/2025,66993-081-69,Sumatriptan Nasal Spray,866-525-0688,,"This product discontinuation is a business-related decision. The anticipated date that Prasco will cease distribution of the product is approximately February 28, 2026.",09/08/2025,['Neurology'],Nasal Spray,"Imitrex, Nasal Spray, 5 mg/100 uL (NDC 66993-081-69)",Prasco Laboratories,,To Be Discontinued,['NDA020626'],['SUMATRIPTAN'],['SUMATRIPTAN'],['Prasco Laboratories'],"['66993-081', '66993-082']",['HUMAN PRESCRIPTION DRUG'],['NASAL'],['SUMATRIPTAN'],"['313159', '314227']",['b15509b9-4a5b-46ed-be80-b5f6e6e79444'],['f63e616b-ae0c-432b-badc-8c45023aa725'],"['66993-081-69', '66993-082-69']",['8R78F6L9VO'],"['N0000175763', 'N0000175764', 'N0000175765']",['Serotonin-1b and Serotonin-1d Receptor Agonist [EPC]'],,09/08/2025,,,,"['Serotonin 1b Receptor Agonists [MoA]', 'Serotonin 1d Receptor Agonists [MoA]']",
New,04/10/2025,0781-2076-10,Tamsulosin Hydrochloride Capsule,800-525-8747,,,04/10/2025,['Urology'],Capsule,"Tamsulosin Hydrochloride, Capsule, .4 mg (NDC 0781-2076-10)",Sandoz Inc.,,To Be Discontinued,['ANDA078015'],['TAMSULOSIN HYDROCHLORIDE'],['TAMSULOSIN HYDROCHLORIDE'],['Sandoz Inc'],['0781-2076'],['HUMAN PRESCRIPTION DRUG'],['ORAL'],['TAMSULOSIN HYDROCHLORIDE'],['863669'],['98c2abd9-1998-48cd-83f9-f5f94ff39345'],['fb120098-b007-4a33-80b8-b7279c7668ee'],"['0781-2076-01', '0781-2076-10', '0781-2076-92']",['11SV1951MR'],,,,04/10/2025,,,,,
New,07/23/2025,0245-5315-11,"Potassium Chloride Tablet, Extended Release",763-315-2000,,Discontinuation of the manufacture of the drug product,07/23/2025,"['Endocrinology/Metabolism', 'Gastroenterology']",Tablet,"Klor-Con, Tablet, Extended Release, 600 mg (NDC 0245-5315-11)","Upsher-Smith Laboratories, LLC",,To Be Discontinued,['NDA019123'],['KLOR-CON'],['POTASSIUM CHLORIDE'],"['Upsher-Smith Laboratories, LLC']","['0245-5315', '0245-5316']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['POTASSIUM CHLORIDE'],"['312529', '628953', '628958', '832718']",['39e77e07-bdc8-28e9-e063-6394a90a120c'],['1ff53330-065c-4213-9c0c-ac498621d09d'],"['0245-5315-11', '0245-5315-15', '0245-5315-89', '0245-5315-01', '0245-5316-11', '0245-5316-15', '0245-5316-89', '0245-5316-01']",['660YQ98I10'],,,,07/23/2025,,,,,
Revised,01/01/2012,25021-816-30,Leucovorin Calcium Injection,866-625-1618,,,07/08/2025,"['Oncology', 'Pediatric']",Injection,"Leucovorin Calcium, Injection, 350 mg/17.5 mL (NDC 25021-816-30)",Sagent Pharmaceuticals,,Resolved,['ANDA200855'],['LEUCOVORIN CALCIUM'],['LEUCOVORIN CALCIUM'],['Sagent Pharmaceuticals'],"['25021-816', '25021-813', '25021-814', '25021-815']",['HUMAN PRESCRIPTION DRUG'],"['INTRAMUSCULAR', 'INTRAVENOUS']",['LEUCOVORIN CALCIUM'],"['237788', '1803930', '1803932', '1803937']",['ff2ba160-e2f9-4ab9-9e67-2409f02c923e'],['9d0e5356-ff39-4a8e-944c-e808a21ef4b2'],"['25021-813-10', '25021-814-30', '25021-815-30', '25021-816-30']",['RPR1R4C0P4'],,,,,,,07/08/2025,,Available
Revised,02/08/2019,55150-238-05,Dexamethasone Sodium Phosphate Injection,888-238-7880,Unavailable,On backorder. Recovery: TBD. Check wholesalers for inventory,10/17/2025,"['Dermatology', 'Endocrinology/Metabolism', 'Gastroenterology', 'Hematology', 'Neurology', 'Oncology', 'Ophthalmology', 'Other', 'Pulmonary/Allergy', 'Rheumatology']",Injection,"Dexamethasone Sodium Phosphate, Injection, 4 mg/1 mL (NDC 55150-238-05)",Eugia US LLC,Demand increase for the drug,Current,['ANDA206781'],['DEXAMETHASONE SODIUM PHOSPHATE'],['DEXAMETHASONE SODIUM PHOSPHATE'],['Eugia US LLC'],"['55150-238', '55150-237', '55150-239']",['HUMAN PRESCRIPTION DRUG'],"['INTRA-ARTICULAR', 'INTRALESIONAL', 'INTRAMUSCULAR', 'INTRAVENOUS', 'SOFT TISSUE']",['DEXAMETHASONE SODIUM PHOSPHATE'],"['1116927', '1812194']",['34b1362a-f970-485f-bdac-3a02217157c9'],['ce7ad5a4-a9c5-42d6-87cc-ca16556208d2'],"['55150-237-01', '55150-238-05', '55150-239-30']",['AI9376Y64P'],,,,,,,,,
Reverified,07/18/2023,0480-3667-22,Liraglutide Injection,833-493-4689,Available,Distributed by Teva,11/04/2025,['Endocrinology/Metabolism'],Injection,"Liraglutide, Injection, 6 mg/1 mL (NDC 0480-3667-22)","Novo Nordisk, Inc.",,Current,['NDA022341'],['LIRAGLUTIDE'],['LIRAGLUTIDE'],"['Teva Pharmaceuticals USA, Inc.']",['0480-3667'],['HUMAN PRESCRIPTION DRUG'],['SUBCUTANEOUS'],['LIRAGLUTIDE'],['897122'],['b56c797c-a46a-4dbf-a367-9d7f26c7d29d'],['14bf9812-14ee-46ce-93b1-686e4906cbbc'],"['0480-3667-19', '0480-3667-22', '0480-3667-20']",['839I73S42A'],"['N0000178480', 'M0160181', 'N0000020058']",['GLP-1 Receptor Agonist [EPC]'],,,,['Glucagon-Like Peptide 1 [CS]'],,['Glucagon-like Peptide-1 (GLP-1) Agonists [MoA]'],
New,01/28/2025,71093-127-05,Donepezil Hydrochloride Tablet,877-244-9825,,Current product distributor: ACI Healthcare USA Inc. Supply expected to exhaust in September 2026; Discontinuation of manufacture of drug,01/28/2025,['Neurology'],Tablet,"Donepezil Hydrochloride, Tablet, 5 mg (NDC 71093-127-05)",Strides Pharma Inc.,,To Be Discontinued,['ANDA078662'],['DONEPEZIL HYDROCHLORIDE'],['DONEPEZIL HYDROCHLORIDE'],"['ACI Healthcare USA, Inc.']","['71093-127', '71093-128']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['DONEPEZIL HYDROCHLORIDE'],"['997223', '997229']",['a4736add-da84-411f-8e6f-9de67bf467f8'],['297e86e8-d248-4cc9-9d9c-2ef9efb4414d'],"['71093-127-01', '71093-127-03', '71093-127-05', '71093-127-06', '71093-128-01', '71093-128-03', '71093-128-05', '71093-128-06']",['3O2T2PJ89D'],,,,01/28/2025,,,,,
New,06/16/2025,0093-3750-63,Tobramycin Solution,800-545-8800,,Discontinuation of the manufacture of the drug,06/16/2025,['Pulmonary/Allergy'],Solution,"Tobramycin, Solution, 300 mg/4 mL (NDC 0093-3750-63)","Teva Pharmaceuticals USA, Inc.",,To Be Discontinued,['ANDA210915'],['TOBRAMYCIN'],['TOBRAMYCIN'],"['Teva Pharmaceuticals USA, Inc.']",['0093-3750'],['HUMAN PRESCRIPTION DRUG'],['RESPIRATORY (INHALATION)'],['TOBRAMYCIN'],['1314763'],['8aa98982-a156-4bc8-8d31-9a39b88808ed'],['d03079d2-5617-4628-92b9-3caa757b22c0'],"['0093-3750-28', '0093-3750-63']",['VZ8RRZ51VK'],"['N0000175477', 'M0000946']",['Aminoglycoside Antibacterial [EPC]'],,06/16/2025,,['Aminoglycosides [CS]'],,,
New,04/24/2025,0245-1073-30,"Topiramate Capsule, Extended Release",716-315-2000,,Upsher-Smith will continue to provide their generic Topiramate Extended-release Capsules.,04/24/2025,['Neurology'],"Capsule, Extended Release","Qudexy XR, Capsule, Extended Release, 200 mg (NDC 0245-1073-30)","Upsher-Smith Laboratories, LLC",,To Be Discontinued,['NDA205122'],['QUDEXY XR'],['TOPIRAMATE'],"['Upsher-Smith Laboratories, LLC']","['0245-1073', '0245-1071', '0245-1072', '0245-1074', '0245-1075']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['TOPIRAMATE'],"['1494766', '1494769', '1494771', '1494775', '1494778', '1494781', '1812419', '1812421', '1812425', '1812427']",['374eeb55-b017-48fd-e063-6294a90a6ad7'],['46f54677-3a22-4c38-9b92-923020164e15'],"['0245-1071-30', '0245-1071-90', '0245-1072-30', '0245-1072-90', '0245-1074-30', '0245-1074-90', '0245-1075-30', '0245-1075-90', '0245-1073-30', '0245-1073-90']",['0H73WJJ391'],"['N0000008486', 'N0000185506', 'N0000182140']",,['Decreased Central Nervous System Disorganized Electrical Activity [PE]'],04/24/2025,,,,"['Cytochrome P450 3A4 Inducers [MoA]', 'Cytochrome P450 2C19 Inhibitors [MoA]']",
New,06/13/2025,0093-7202-10,Pravastatin Sodium Tablet,800-545-8800,,,06/13/2025,['Cardiovascular'],Tablet,"Pravastatin Sodium, Tablet, 40 mg (NDC 0093-7202-10)","Teva Pharmaceuticals USA, Inc.",,To Be Discontinued,['ANDA076056'],['PRAVASTATIN SODIUM'],['PRAVASTATIN SODIUM'],"['Teva Pharmaceuticals USA, Inc.']","['0093-7202', '0093-0771', '0093-7201']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['PRAVASTATIN SODIUM'],"['904458', '904467', '904475']",['72579e23-23ef-4ab7-ad64-24d5ea7997eb'],['99e0e848-f8f3-4b42-b880-8fbc42633948'],"['0093-0771-98', '0093-0771-10', '0093-7201-98', '0093-7201-10', '0093-7202-98', '0093-7202-10']",['3M8608UQ61'],,,,06/13/2025,,,,,
